type,name,code,address,district,branch_name,open_date
Microfinance Institutions (Class D),"
                                            Civil Laghubitta Bittiya Sanstha Ltd.
                                        ",14024047,"4, Siyari Rural Municipality",Rupandehi,CHHAPIYA,2019-10-13
Microfinance Institutions (Class D),"
                                            Civil Laghubitta Bittiya Sanstha Ltd.
                                        ",14024048,"5, Rapti Municipality",Chitawan,BHANDARA,2020-01-29
Microfinance Institutions (Class D),"
                                            Civil Laghubitta Bittiya Sanstha Ltd.
                                        ",14024049,"4, Gujara Municipality",Rautahat,KANAKPUR,2020-11-16
Microfinance Institutions (Class D),"
                                            Civil Laghubitta Bittiya Sanstha Ltd.
                                        ",14024050,"2, Phikkal Rural Municipality",Sindhuli,SUMNAMBESHI,2020-11-16
Microfinance Institutions (Class D),"
                                            Civil Laghubitta Bittiya Sanstha Ltd.
                                        ",14024051,"2, Helambu Rural Municipality",Sindhupalchok,KIWOOL,2020-11-19
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029018,"6, Barju Rural Municipality",Sunsari,Chimadi,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029019,"12, Biratnagar Metropolitian City",Morang,Biratnagar,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029020,"2, Dewangunj Rural Municipality",Sunsari,Dewangunj,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029021,"2, Rangeli Municipality",Morang,Rangeli,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029022,"12, Itahari Sub-Metropolitian City",Sunsari,Khanar,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029023,"7, Belbari Municipality",Morang,Bahuni,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029024,"7, Jahada Rural Municipality",Morang,Majhare,2016-12-16
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029025,"6, Katahari Rural Municipality",Morang,Naya Bazar,2016-12-16
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029027,"9, Dharan Sub-Metropolitian City",Sunsari,Dharan ,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029028,"5, Dhankuta Municipality",Dhankuta,Dhankuta,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029029,"2, Barahachhetra Municipality",Sunsari,Chakarghatti,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029030,"2, Laligurans Municipality",Terhathum,Basantpur,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029031,"2, Itahari Sub-Metropolitian City",Sunsari,Tarahara,2013-05-17
Microfinance Institutions (Class D),"
                                            Vijaya Laghubitta Bittiya Sanstha Ltd.
                                        ",14026014,"16, Devchuli Municipality",Nawalparasi East,Rajahar,2015-06-16
Microfinance Institutions (Class D),"
                                            Vijaya Laghubitta Bittiya Sanstha Ltd.
                                        ",14026015,"3, Kalika Municipality",Chitawan,Padampur,2015-06-16
Microfinance Institutions (Class D),"
                                            Vijaya Laghubitta Bittiya Sanstha Ltd.
                                        ",14026016,"4, Bandipur Rural Municipality",Tanahu,Dumre,2015-12-16
Microfinance Institutions (Class D),"
                                            Vijaya Laghubitta Bittiya Sanstha Ltd.
                                        ",14026017,"2, Sandhikharka Municipality",Arghakhanchi,Sandhikharka,2015-12-16
Microfinance Institutions (Class D),"
                                            Vijaya Laghubitta Bittiya Sanstha Ltd.
                                        ",14026018,"3, Kapurkot Rural Municipality",Salyan,Kapurkot,2015-12-16
Microfinance Institutions (Class D),"
                                            Vijaya Laghubitta Bittiya Sanstha Ltd.
                                        ",14026019,"1, Musikot Municipality",Rukum West,Musikot,2014-12-16
Microfinance Institutions (Class D),"
                                            Vijaya Laghubitta Bittiya Sanstha Ltd.
                                        ",14026020,"7, Mathagadhi Rural Municipality",Palpa,Kaseni,2016-04-28
Microfinance Institutions (Class D),"
                                            Vijaya Laghubitta Bittiya Sanstha Ltd.
                                        ",14026021,"5, Rampur Municipality",Palpa,Rampur,2016-04-28
Microfinance Institutions (Class D),"
                                            Vijaya Laghubitta Bittiya Sanstha Ltd.
                                        ",14026022,"6, Madhya Nepal Municipality",Lamjung,Karputar,2016-07-03
Microfinance Institutions (Class D),"
                                            Vijaya Laghubitta Bittiya Sanstha Ltd.
                                        ",14026023,"3, Madi Municipality",Chitawan,Madi,2016-04-28
Microfinance Institutions (Class D),"
                                            Vijaya Laghubitta Bittiya Sanstha Ltd.
                                        ",14026024,"3, Hetauda Sub-Metropolitian City",Makwanpur,Hetauda,2016-04-28
Microfinance Institutions (Class D),"
                                            Vijaya Laghubitta Bittiya Sanstha Ltd.
                                        ",14026025,"5, Kamalamai Municipality",Sindhuli,Kamalamai,2017-12-28
Microfinance Institutions (Class D),"
                                            Vijaya Laghubitta Bittiya Sanstha Ltd.
                                        ",14026026,"5, Manebhanjyang Rural Municipality",Okhaldhunga,Manebhanjyang,2016-12-16
Microfinance Institutions (Class D),"
                                            Civil Laghubitta Bittiya Sanstha Ltd.
                                        ",14024053,"2, Kamal Rural Municipality",Jhapa,KYAMPA,2020-11-19
Microfinance Institutions (Class D),"
                                            Civil Laghubitta Bittiya Sanstha Ltd.
                                        ",14024054,"5, Khadak Municipality",Saptari,KHARCHUHIYA,2020-11-19
Microfinance Institutions (Class D),"
                                            Civil Laghubitta Bittiya Sanstha Ltd.
                                        ",14024055,"8, Bardibas Municipality",Mahottari,HATHILET,2020-11-19
Microfinance Institutions (Class D),"
                                            Civil Laghubitta Bittiya Sanstha Ltd.
                                        ",14024057,"1, Kankai Municipality",Jhapa,DURGAPUR,2020-11-19
Microfinance Institutions (Class D),"
                                            Civil Laghubitta Bittiya Sanstha Ltd.
                                        ",14024058,"14, Mechinagar Municipality",Jhapa,DHAIJAN,2021-04-14
Microfinance Institutions (Class D),"
                                            Civil Laghubitta Bittiya Sanstha Ltd.
                                        ",14024059,"3, Jahada Rural Municipality",Morang,BHATHIGACH,2021-04-14
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029032,"1, Khandabari Municipality",Sankhuwasabha,Khadwari,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029033,"7, Bhojpur Municipality",Bhojpur,Bhojpur,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029035,"1, Belbari Municipality",Morang,Belbari,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029036,"7, Urlabari Municipality",Morang,Urlabari,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029037,"4, Birtamod Municipality",Jhapa,Birtabazar,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029038,"8, Letang Municipality",Morang,Letang,2013-05-17
Microfinance Institutions (Class D),"
                                            Forward Microfinance Laghubitta Bittiya Sanstha Ltd.
                                        ",14029039,"2, Kerabari Rural Municipality",Morang,Kerabari,2013-05-17
